Tempo,RPM,Acelerador,Freio
08:14:10.371,12256,58,0
08:14:10.390,12780,75,0
08:14:10.402,10852,78,0
08:14:10.419,8171,54,0
08:14:10.546,9359,74,0
08:14:10.580,12462,67,0
08:14:10.602,12147,83,0
08:14:10.631,6919,0,90
08:14:10.656,11654,76,0
08:14:10.681,5817,0,64
08:14:10.707,10679,89,0
08:14:10.730,9472,59,0
08:14:10.749,8443,53,0
08:14:10.769,9025,97,0
08:14:10.789,11575,53,0
08:14:10.807,10393,59,0
08:14:10.827,9925,83,0
08:14:10.847,10222,84,0
08:14:10.869,9274,97,0
08:14:10.890,10538,54,0
08:14:10.908,10517,74,0
08:14:10.927,8525,98,0
08:14:10.950,9791,80,0
08:14:10.969,10779,87,0
08:14:10.987,6948,0,73
08:14:11.005,12694,65,0
08:14:11.023,8322,73,0
08:14:11.041,8628,88,0
08:14:11.059,9776,72,0
08:14:11.077,10665,81,0
08:14:11.100,8734,91,0
08:14:11.121,8725,75,0
08:14:11.140,12775,96,0
08:14:11.162,12960,95,0
08:14:11.195,9277,77,0
08:14:11.228,12774,72,0
08:14:11.261,8070,96,0
08:14:11.290,11136,77,0
08:14:11.321,11610,83,0
08:14:11.351,9932,80,0
08:14:11.383,5605,0,61
08:14:11.415,6679,0,80
08:14:11.444,10132,82,0
08:14:11.470,11772,87,0
08:14:11.500,11408,70,0
08:14:11.529,5252,0,85
08:14:11.559,9252,76,0
08:14:11.588,12675,84,0
08:14:11.618,12287,67,0
08:14:11.649,12216,91,0
08:14:11.681,9197,67,0
08:14:11.715,12228,84,0
08:14:11.747,8787,90,0
08:14:11.778,11094,84,0
08:14:11.806,11595,81,0
08:14:11.837,10489,66,0
08:14:11.867,11338,70,0
08:14:11.898,10160,79,0
08:14:11.926,12535,96,0
08:14:11.952,9821,96,0
08:14:11.978,12126,81,0
08:14:12.004,8751,74,0
08:14:12.029,12115,72,0
08:14:12.051,9598,76,0
08:14:12.076,11763,61,0
08:14:12.102,9705,63,0
08:14:12.130,11209,81,0
08:14:12.158,12877,77,0
08:14:12.186,9234,86,0
08:14:12.213,10365,100,0
08:14:12.239,11700,55,0
08:14:12.266,4441,0,75
08:14:12.292,11107,82,0
08:14:12.318,10353,91,0
08:14:12.343,8880,72,0
08:14:12.367,12151,97,0
08:14:12.392,8427,95,0
08:14:12.417,11348,71,0
08:14:12.443,8312,71,0
08:14:12.468,12742,58,0
08:14:12.495,12474,69,0
08:14:12.520,12946,99,0
08:14:12.547,4857,0,89
08:14:12.576,10539,96,0
08:14:12.602,9966,56,0
08:14:12.631,11592,76,0
08:14:12.659,11461,79,0
08:14:12.686,12900,97,0
08:14:12.714,9376,66,0
08:14:12.739,8589,98,0
08:14:12.765,9761,99,0
08:14:12.793,11805,98,0
08:14:12.819,9818,65,0
08:14:12.846,10336,53,0
08:14:12.871,9860,97,0
08:14:12.896,4284,0,85
08:14:12.921,8108,99,0
08:14:12.950,11714,66,0
08:14:12.977,8235,91,0
08:14:13.003,9645,99,0
08:14:13.030,12117,50,0
08:14:13.057,12889,52,0
08:14:13.081,8159,72,0
08:14:13.108,12324,96,0
08:14:13.135,12400,54,0
08:14:13.163,8875,88,0
08:14:13.188,11184,60,0
08:14:13.213,9210,80,0
08:14:13.234,9544,65,0
08:14:13.253,9413,50,0
08:14:13.272,9719,96,0
08:14:13.290,11974,60,0
08:14:13.307,11642,50,0
08:14:13.324,9562,78,0
08:14:13.342,10983,50,0
08:14:13.359,12350,82,0
08:14:13.374,11786,54,0
08:14:13.390,8089,61,0
08:14:13.405,11048,95,0
08:14:13.422,9183,59,0
08:14:13.438,9172,88,0
08:14:13.453,10513,76,0
08:14:13.470,11589,69,0
08:14:13.486,8059,100,0
08:14:13.502,10255,72,0
08:14:13.518,12132,85,0
08:14:13.535,8945,84,0
08:14:13.552,8610,90,0
08:14:13.574,10345,59,0
08:14:13.596,10415,92,0
08:14:13.617,8238,84,0
08:14:13.640,10257,73,0
08:14:13.662,9712,59,0
08:14:13.685,11892,54,0
08:14:13.710,12980,90,0
08:14:13.732,12570,85,0
08:14:13.755,9640,61,0
08:14:13.778,12348,60,0
08:14:13.800,9136,59,0
08:14:13.825,12683,82,0
08:14:13.849,9368,76,0
08:14:13.873,9655,84,0
08:14:13.895,11068,55,0
08:14:13.919,4822,0,77
08:14:13.945,12694,76,0
08:14:13.968,8449,95,0
08:14:13.994,9334,90,0
08:14:14.018,5484,0,67
08:14:14.044,12483,52,0
08:14:14.070,8720,62,0
08:14:14.097,12968,96,0
08:14:14.122,8433,88,0
08:14:14.147,9843,55,0
08:14:14.173,10068,83,0
08:14:14.198,10659,61,0
08:14:14.226,9120,74,0
08:14:14.252,8940,97,0
08:14:14.284,12070,59,0
08:14:14.311,11361,81,0
08:14:14.336,11734,98,0
08:14:14.363,12345,60,0
08:14:14.388,9520,77,0
08:14:14.414,12889,59,0
08:14:14.441,12700,53,0
08:14:14.467,11748,94,0
08:14:14.494,8780,94,0
08:14:14.522,9199,96,0
08:14:14.550,11786,91,0
08:14:14.578,8764,83,0
08:14:14.619,8533,65,0
08:14:14.660,11579,69,0
08:14:14.687,10343,64,0
08:14:14.716,12691,54,0
08:14:14.746,10339,79,0
08:14:14.772,8737,83,0
08:14:14.798,11422,84,0
08:14:14.825,10458,72,0
08:14:14.852,12402,95,0
08:14:14.870,11863,56,0
08:14:14.881,10646,100,0
08:14:14.894,12772,99,0
08:14:14.907,5298,0,68
08:14:14.922,8909,93,0
08:14:14.937,11695,90,0
08:14:14.953,12783,57,0
08:14:14.969,12496,67,0
08:14:14.985,11327,85,0
08:14:15.002,9721,79,0
08:14:15.019,8480,62,0
08:14:15.033,12077,83,0
08:14:15.050,8695,99,0
08:14:15.065,12981,73,0
08:14:15.087,12850,80,0
08:14:15.112,8148,71,0
08:14:15.136,11321,78,0
08:14:15.164,10299,61,0
08:14:15.189,9070,92,0
08:14:15.216,10382,100,0
08:14:15.242,10951,53,0
08:14:15.268,8729,90,0
08:14:15.295,4761,0,64
08:14:15.323,12183,73,0
08:14:15.348,11748,62,0
08:14:15.373,8617,64,0
08:14:15.397,11117,56,0
08:14:15.429,10948,89,0
08:14:15.460,9575,58,0
08:14:15.488,10759,77,0
08:14:15.515,8086,86,0
08:14:15.545,9212,95,0
08:14:15.571,11351,73,0
08:14:15.596,10285,66,0
08:14:15.621,11707,94,0
08:14:15.649,8164,57,0
08:14:15.675,11144,59,0
08:14:15.700,8954,68,0
08:14:15.729,11753,51,0
08:14:15.753,9067,97,0
08:14:15.778,10274,93,0
08:14:15.802,10622,71,0
08:14:15.829,9985,52,0
08:14:15.856,11457,82,0
08:14:15.882,12659,57,0
