Tempo,RPM,Acelerador,Freio
10:04:07.707,11541,55,0
10:04:07.723,6337,0,71
10:04:07.739,8933,99,0
10:04:07.756,12782,65,0
10:04:07.771,8898,71,0
10:04:07.900,12137,54,0
10:04:07.922,10275,50,0
10:04:07.943,9065,75,0
10:04:07.965,9744,66,0
10:04:07.999,9265,85,0
10:04:08.038,10566,99,0
10:04:08.081,12403,68,0
10:04:08.121,12650,73,0
10:04:08.165,10073,74,0
10:04:08.205,12106,75,0
10:04:08.242,9334,96,0
10:04:08.277,10871,86,0
10:04:08.314,8602,96,0
10:04:08.347,11473,82,0
10:04:08.384,11574,81,0
10:04:08.421,12366,90,0
10:04:08.455,12985,65,0
10:04:08.493,12713,51,0
10:04:08.528,8376,57,0
10:04:08.562,12642,68,0
10:04:08.597,10186,50,0
10:04:08.631,8292,92,0
10:04:08.665,12988,72,0
10:04:08.697,9349,79,0
10:04:08.728,9561,82,0
10:04:08.795,10601,65,0
10:04:08.864,8644,52,0
10:04:08.918,11460,88,0
10:04:08.950,10022,98,0
10:04:08.966,10342,62,0
10:04:08.996,6963,0,82
10:04:09.011,10816,75,0
10:04:09.023,10430,66,0
10:04:09.037,8144,79,0
10:04:09.049,11853,75,0
10:04:09.063,12502,85,0
10:04:09.078,10326,61,0
10:04:09.094,12085,82,0
10:04:09.110,11071,53,0
10:04:09.127,11981,62,0
10:04:09.156,9810,58,0
10:04:09.186,12224,63,0
10:04:09.215,10585,57,0
10:04:09.245,8689,88,0
10:04:09.276,10015,53,0
10:04:09.307,10383,83,0
10:04:09.341,10471,80,0
10:04:09.371,8366,50,0
10:04:09.402,9556,59,0
10:04:09.434,11855,73,0
10:04:09.465,12307,79,0
10:04:09.497,11414,88,0
10:04:09.534,10663,97,0
10:04:09.568,11544,93,0
10:04:09.598,11184,88,0
10:04:09.629,12315,58,0
10:04:09.661,11339,77,0
10:04:09.692,12128,85,0
10:04:09.709,11540,87,0
10:04:09.726,11003,78,0
10:04:09.744,10274,57,0
10:04:09.758,11208,82,0
10:04:09.774,12672,88,0
10:04:09.789,11223,91,0
10:04:09.806,9994,56,0
10:04:09.821,12335,99,0
10:04:09.837,10054,75,0
10:04:09.855,6745,0,65
10:04:09.870,12210,62,0
10:04:09.886,9183,81,0
10:04:09.901,11019,75,0
10:04:09.918,12190,67,0
10:04:09.948,9382,77,0
10:04:09.976,9363,99,0
10:04:10.006,12331,86,0
10:04:10.037,10529,57,0
10:04:10.063,12652,97,0
10:04:10.088,8628,90,0
10:04:10.116,9324,65,0
10:04:10.145,9727,72,0
10:04:10.172,12287,90,0
10:04:10.200,11117,53,0
10:04:10.226,12426,81,0
10:04:10.252,12242,96,0
10:04:10.277,4611,0,84
10:04:10.305,8145,100,0
10:04:10.331,11637,99,0
10:04:10.356,11275,86,0
10:04:10.383,9197,88,0
10:04:10.411,11381,64,0
10:04:10.443,8177,99,0
10:04:10.476,8606,96,0
10:04:10.516,8451,67,0
10:04:10.543,9435,100,0
10:04:10.572,8167,79,0
10:04:10.597,8222,92,0
10:04:10.624,11853,72,0
10:04:10.651,8477,84,0
10:04:10.675,8180,99,0
10:04:10.704,4220,0,61
10:04:10.733,10854,82,0
10:04:10.759,9755,79,0
10:04:10.785,12255,51,0
10:04:10.811,11331,69,0
10:04:10.838,9697,84,0
10:04:10.863,10695,54,0
10:04:10.889,11453,58,0
10:04:10.914,12345,69,0
10:04:10.941,12823,73,0
10:04:10.968,8045,63,0
10:04:10.997,12749,85,0
10:04:11.021,6977,0,85
10:04:11.048,8579,74,0
10:04:11.074,11691,60,0
10:04:11.101,12950,67,0
10:04:11.126,9123,72,0
10:04:11.153,10036,73,0
10:04:11.179,11180,75,0
10:04:11.206,8828,72,0
10:04:11.232,10742,52,0
10:04:11.257,10104,54,0
10:04:11.285,9301,91,0
10:04:11.311,10172,54,0
10:04:11.337,8822,93,0
10:04:11.362,11546,73,0
10:04:11.388,9972,77,0
10:04:11.417,12357,99,0
10:04:11.443,10793,65,0
10:04:11.469,10657,52,0
10:04:11.493,11358,64,0
10:04:11.518,8138,56,0
10:04:11.544,11870,59,0
10:04:11.571,8916,59,0
10:04:11.597,8449,58,0
10:04:11.622,8964,50,0
10:04:11.651,10343,80,0
10:04:11.676,12403,69,0
10:04:11.702,10572,98,0
10:04:11.729,8251,58,0
10:04:11.756,4980,0,86
10:04:11.783,10891,69,0
10:04:11.809,12996,81,0
10:04:11.836,9097,96,0
10:04:11.861,10589,78,0
10:04:11.887,12999,62,0
10:04:11.912,10512,66,0
10:04:11.937,11980,97,0
10:04:11.961,8223,64,0
10:04:11.992,11403,98,0
10:04:12.022,8322,90,0
10:04:12.051,5968,0,96
10:04:12.079,12261,77,0
10:04:12.109,10885,87,0
10:04:12.136,10375,80,0
10:04:12.161,8283,84,0
10:04:12.187,11906,81,0
10:04:12.212,9815,90,0
10:04:12.239,6267,0,72
10:04:12.267,11009,50,0
10:04:12.292,8566,63,0
10:04:12.322,9512,74,0
10:04:12.351,12952,78,0
10:04:12.382,9691,83,0
10:04:12.408,9581,92,0
10:04:12.442,12528,72,0
10:04:12.471,10922,97,0
10:04:12.495,12207,74,0
10:04:12.523,10040,69,0
10:04:12.550,5207,0,73
10:04:12.576,11622,84,0
10:04:12.603,9972,67,0
10:04:12.628,10521,91,0
10:04:12.654,8253,60,0
10:04:12.680,8248,72,0
10:04:12.708,8073,59,0
10:04:12.736,9612,56,0
10:04:12.761,8508,69,0
10:04:12.788,9907,60,0
10:04:12.816,12040,63,0
10:04:12.842,12268,76,0
10:04:12.872,9189,52,0
10:04:12.899,11273,58,0
10:04:12.927,9333,63,0
10:04:12.956,8086,96,0
10:04:12.983,11839,68,0
10:04:13.007,10353,80,0
10:04:13.036,11865,65,0
10:04:13.062,8230,73,0
10:04:13.089,12442,60,0
10:04:13.117,11450,70,0
10:04:13.145,11982,68,0
10:04:13.173,12841,86,0
10:04:13.201,12484,92,0
10:04:13.228,11035,59,0
10:04:13.257,9671,100,0
10:04:13.285,9501,77,0
10:04:13.311,11452,84,0
10:04:13.338,12243,51,0
10:04:13.362,11379,73,0
10:04:13.389,6341,0,65
10:04:13.417,9650,56,0
10:04:13.442,9111,79,0
10:04:13.469,12528,56,0
10:04:13.494,12540,62,0
10:04:13.520,10518,84,0
10:04:13.546,5732,0,79
10:04:13.571,6572,0,92
10:04:13.638,10067,96,0
10:04:13.683,10090,98,0
10:04:13.730,9121,89,0
10:04:13.749,9647,95,0
10:04:13.773,8485,74,0
10:04:13.788,8110,73,0
10:04:13.800,12774,89,0
10:04:13.813,8022,83,0
10:04:13.829,10160,80,0
10:04:13.842,10290,84,0
10:04:13.857,12382,91,0
10:04:13.872,8421,63,0
10:04:13.889,9491,51,0
10:04:13.905,10101,60,0
10:04:13.921,8998,90,0
10:04:13.940,9893,66,0
10:04:13.969,8747,90,0
10:04:13.995,9119,53,0
10:04:14.023,8346,59,0
10:04:14.050,9204,85,0
10:04:14.078,12356,81,0
10:04:14.106,10153,63,0
10:04:14.132,11879,60,0
10:04:14.158,8238,81,0
10:04:14.187,12200,91,0
10:04:14.213,10308,52,0
10:04:14.239,9453,55,0
10:04:14.267,8080,99,0
10:04:14.293,10580,79,0
10:04:14.321,9876,74,0
10:04:14.346,12960,66,0
10:04:14.375,9224,99,0
10:04:14.403,10513,87,0
10:04:14.432,12329,58,0
10:04:14.460,9669,99,0
10:04:14.492,8260,97,0
10:04:14.520,11451,84,0
10:04:14.545,9255,67,0
10:04:14.573,11865,87,0
10:04:14.602,12105,89,0
10:04:14.618,9856,69,0
10:04:14.634,10297,55,0
10:04:14.655,5161,0,86
10:04:14.683,9470,60,0
10:04:14.709,11030,66,0
10:04:14.736,12467,82,0
10:04:14.763,10303,83,0
10:04:14.791,9201,73,0
10:04:14.819,10147,55,0
10:04:14.843,10155,73,0
10:04:14.870,10165,51,0
10:04:14.895,11762,92,0
10:04:14.920,11793,95,0
10:04:14.944,10587,58,0
10:04:14.970,12538,67,0
10:04:14.996,10011,100,0
10:04:15.023,5000,0,73
10:04:15.050,9387,99,0
10:04:15.075,8706,64,0
10:04:15.104,9922,76,0
10:04:15.129,8295,100,0
10:04:15.156,10753,72,0
10:04:15.182,8657,83,0
10:04:15.209,8291,68,0
10:04:15.237,8579,60,0
10:04:15.262,11720,91,0
10:04:15.288,12018,91,0
10:04:15.312,9249,75,0
10:04:15.339,12476,52,0
10:04:15.364,12269,83,0
10:04:15.390,10190,53,0
10:04:15.417,8682,78,0
