Tempo,RPM,Acelerador,Freio
09:56:53.950,10086,72,0
09:56:53.970,11724,59,0
09:56:53.982,11638,100,0
09:56:54.001,10161,70,0
09:56:54.014,10167,50,0
09:56:54.135,9622,86,0
09:56:54.151,9451,60,0
09:56:54.167,10968,84,0
09:56:54.183,11922,59,0
09:56:54.199,10212,88,0
09:56:54.215,10977,71,0
09:56:54.231,10821,66,0
09:56:54.246,11533,86,0
09:56:54.263,9856,78,0
09:56:54.280,12346,84,0
09:56:54.295,12685,63,0
09:56:54.311,9777,90,0
09:56:54.327,10473,92,0
09:56:54.343,10625,67,0
09:56:54.359,10406,70,0
09:56:54.374,11116,79,0
09:56:54.391,12136,62,0
09:56:54.407,11563,76,0
09:56:54.423,10168,56,0
09:56:54.440,12317,92,0
09:56:54.456,9097,72,0
09:56:54.473,10515,79,0
09:56:54.487,8816,79,0
09:56:54.504,12978,91,0
09:56:54.525,9129,89,0
09:56:54.547,6000,0,99
09:56:54.572,12201,76,0
09:56:54.593,10532,82,0
09:56:54.611,4885,0,84
09:56:54.626,4448,0,67
09:56:54.638,12628,77,0
09:56:54.654,12853,84,0
09:56:54.669,10654,93,0
09:56:54.684,11283,95,0
09:56:54.700,4441,0,97
09:56:54.715,10634,89,0
09:56:54.731,11580,94,0
09:56:54.747,8755,89,0
09:56:54.763,10723,80,0
09:56:54.779,12561,79,0
09:56:54.796,10108,54,0
09:56:54.812,12159,76,0
09:56:54.828,11377,92,0
09:56:54.845,12486,57,0
09:56:54.861,12102,81,0
09:56:54.878,11847,100,0
09:56:54.894,11420,59,0
09:56:54.909,9751,90,0
09:56:54.925,11232,60,0
09:56:54.940,6081,0,99
09:56:54.959,9955,64,0
09:56:54.983,11481,51,0
09:56:55.013,10359,87,0
09:56:55.044,12396,55,0
09:56:55.075,10797,98,0
09:56:55.109,12662,87,0
09:56:55.144,9258,64,0
09:56:55.173,9480,60,0
09:56:55.203,8853,92,0
09:56:55.234,12302,64,0
09:56:55.263,11550,78,0
09:56:55.292,11080,60,0
09:56:55.323,9607,85,0
09:56:55.350,11022,56,0
09:56:55.378,5166,0,96
09:56:55.415,8722,60,0
09:56:55.447,11839,61,0
09:56:55.480,9432,97,0
09:56:55.509,10146,95,0
09:56:55.536,10862,52,0
09:56:55.567,9167,68,0
09:56:55.598,8521,66,0
09:56:55.628,9099,51,0
09:56:55.654,12672,88,0
09:56:55.682,8479,75,0
09:56:55.713,12307,96,0
09:56:55.741,9933,67,0
09:56:55.767,12244,86,0
09:56:55.795,9116,94,0
09:56:55.823,9588,77,0
09:56:55.848,8501,88,0
09:56:55.876,10301,94,0
09:56:55.900,10470,78,0
09:56:55.923,10737,60,0
09:56:55.950,11104,85,0
09:56:55.975,11678,55,0
09:56:56.000,8973,93,0
09:56:56.025,9114,83,0
09:56:56.049,10663,65,0
09:56:56.075,11387,74,0
09:56:56.101,8973,92,0
09:56:56.126,12348,64,0
09:56:56.151,11636,87,0
09:56:56.176,12620,67,0
09:56:56.202,12454,85,0
09:56:56.224,9573,74,0
09:56:56.238,10629,86,0
09:56:56.249,11365,82,0
09:56:56.265,12143,97,0
09:56:56.282,8377,95,0
09:56:56.297,12918,91,0
09:56:56.314,12757,57,0
09:56:56.329,12864,97,0
09:56:56.348,10004,96,0
09:56:56.373,9311,58,0
09:56:56.404,12091,66,0
09:56:56.433,12916,99,0
09:56:56.458,9813,70,0
09:56:56.483,12475,91,0
09:56:56.512,9054,74,0
09:56:56.540,12159,67,0
09:56:56.567,9618,66,0
09:56:56.593,11349,50,0
09:56:56.622,8571,63,0
09:56:56.651,11134,82,0
09:56:56.675,9304,62,0
09:56:56.704,11762,58,0
09:56:56.729,11018,65,0
09:56:56.758,9710,68,0
09:56:56.785,8745,81,0
09:56:56.813,10832,77,0
09:56:56.841,4446,0,84
09:56:56.866,8185,77,0
09:56:56.898,9735,96,0
09:56:56.927,12099,79,0
09:56:56.955,9193,62,0
09:56:56.984,8832,68,0
09:56:57.014,10641,89,0
09:56:57.041,9899,60,0
09:56:57.070,10596,62,0
09:56:57.098,8641,73,0
09:56:57.125,8848,80,0
09:56:57.151,10786,95,0
09:56:57.176,8827,55,0
09:56:57.202,9251,86,0
09:56:57.233,9031,56,0
09:56:57.260,8890,96,0
09:56:57.288,8956,90,0
09:56:57.316,10919,76,0
09:56:57.344,11920,53,0
09:56:57.372,8221,75,0
09:56:57.404,11338,87,0
09:56:57.436,12268,83,0
09:56:57.463,10010,82,0
09:56:57.496,12932,51,0
09:56:57.524,11198,69,0
09:56:57.552,5610,0,75
09:56:57.566,4954,0,61
09:56:57.578,8162,72,0
09:56:57.590,12124,54,0
09:56:57.604,9303,61,0
09:56:57.621,8673,90,0
09:56:57.648,9774,95,0
09:56:57.676,9918,92,0
09:56:57.704,9687,59,0
09:56:57.737,8648,68,0
09:56:57.764,11983,77,0
09:56:57.789,8164,81,0
09:56:57.818,11319,97,0
09:56:57.844,5340,0,60
09:56:57.867,11894,87,0
09:56:57.893,10725,92,0
09:56:57.920,8783,58,0
09:56:57.948,11560,93,0
09:56:57.972,11733,63,0
09:56:58.001,8986,72,0
09:56:58.027,11917,86,0
09:56:58.054,10362,71,0
09:56:58.083,8356,89,0
09:56:58.107,9335,78,0
09:56:58.136,8230,76,0
09:56:58.161,9455,68,0
09:56:58.190,11545,74,0
09:56:58.218,10081,68,0
09:56:58.243,8298,90,0
09:56:58.269,8330,85,0
09:56:58.298,9724,80,0
09:56:58.324,11194,70,0
09:56:58.353,8323,69,0
09:56:58.379,8287,81,0
09:56:58.407,9339,50,0
09:56:58.436,11277,84,0
09:56:58.464,10103,77,0
09:56:58.491,9256,76,0
09:56:58.518,10566,75,0
09:56:58.545,9289,88,0
09:56:58.572,12011,55,0
09:56:58.601,6307,0,69
09:56:58.629,8442,90,0
09:56:58.655,11972,70,0
09:56:58.686,8626,91,0
09:56:58.716,4447,0,83
09:56:58.742,11734,77,0
09:56:58.771,8381,88,0
09:56:58.799,8705,69,0
09:56:58.826,12000,55,0
09:56:58.853,9384,72,0
09:56:58.881,10895,59,0
09:56:58.907,8856,100,0
09:56:58.933,10596,65,0
09:56:58.960,8481,100,0
09:56:58.989,8342,84,0
09:56:59.016,9409,83,0
09:56:59.041,11118,80,0
09:56:59.071,9725,53,0
09:56:59.096,12030,92,0
09:56:59.121,8335,81,0
09:56:59.148,8505,81,0
09:56:59.175,11910,74,0
09:56:59.205,11936,54,0
09:56:59.235,12724,57,0
09:56:59.261,11050,87,0
09:56:59.289,8142,100,0
09:56:59.317,8787,69,0
09:56:59.343,11811,96,0
09:56:59.374,11882,81,0
09:56:59.405,9165,92,0
09:56:59.430,12398,59,0
09:56:59.459,8716,95,0
09:56:59.487,10122,91,0
09:56:59.515,12356,97,0
09:56:59.540,8391,78,0
09:56:59.568,12631,95,0
09:56:59.595,8105,51,0
09:56:59.621,10279,77,0
09:56:59.647,11212,70,0
09:56:59.676,4965,0,81
09:56:59.701,8620,92,0
09:56:59.726,12565,58,0
09:56:59.750,12760,52,0
09:56:59.775,11843,85,0
09:56:59.803,8876,88,0
09:56:59.832,9137,64,0
09:56:59.857,10683,91,0
09:56:59.885,11308,98,0
09:56:59.909,9095,84,0
09:56:59.937,12119,70,0
09:56:59.966,9551,87,0
09:56:59.992,12098,80,0
09:57:00.021,10782,59,0
09:57:00.049,8310,53,0
09:57:00.075,12220,72,0
09:57:00.101,8321,60,0
09:57:00.128,11912,73,0
09:57:00.154,9417,83,0
09:57:00.180,9986,53,0
09:57:00.204,12837,53,0
09:57:00.229,9804,93,0
09:57:00.254,10154,63,0
09:57:00.281,9008,71,0
09:57:00.306,9928,78,0
09:57:00.335,11266,77,0
09:57:00.363,10332,80,0
09:57:00.390,9360,75,0
09:57:00.416,9483,81,0
09:57:00.443,11200,90,0
09:57:00.467,12870,83,0
09:57:00.498,12091,73,0
09:57:00.547,12303,99,0
09:57:00.572,8986,96,0
09:57:00.596,8113,70,0
09:57:00.623,11389,90,0
09:57:00.647,11384,100,0
09:57:00.672,9086,87,0
09:57:00.699,11207,51,0
09:57:00.723,10716,99,0
09:57:00.748,10537,62,0
09:57:00.773,12651,55,0
09:57:00.800,8510,52,0
09:57:00.826,10899,61,0
09:57:00.852,8546,79,0
09:57:00.879,8669,56,0
09:57:00.905,10584,91,0
09:57:00.933,10853,95,0
09:57:00.959,10326,51,0
09:57:00.990,8973,90,0
09:57:01.015,11854,61,0
