Tempo,RPM,Acelerador,Freio
21:35:45.984,12813,99,0
21:35:46.006,9140,70,0
21:35:46.016,8962,65,0
21:35:46.032,10866,63,0
21:35:46.048,8080,87,0
21:35:46.064,12745,96,0
21:35:46.285,10958,91,0
21:35:46.306,12553,78,0
21:35:46.329,10219,53,0
21:35:46.347,9895,73,0
21:35:46.369,8560,99,0
21:35:46.387,8333,88,0
21:35:46.411,12107,57,0
21:35:46.440,11579,81,0
21:35:46.457,10391,51,0
21:35:46.476,9317,75,0
21:35:46.505,10101,67,0
21:35:46.529,10329,63,0
21:35:46.559,9002,92,0
21:35:46.575,8610,80,0
21:35:46.607,9264,71,0
21:35:46.623,10927,89,0
21:35:46.643,11804,94,0
21:35:46.665,10359,65,0
21:35:46.684,9013,57,0
21:35:46.710,12709,75,0
21:35:46.741,8801,64,0
21:35:46.769,8795,51,0
21:35:46.796,10159,75,0
21:35:46.813,8651,53,0
21:35:46.852,9536,58,0
21:35:46.892,12643,68,0
21:35:46.935,9004,84,0
21:35:46.969,12264,50,0
21:35:47.008,12676,51,0
21:35:47.069,11134,50,0
21:35:47.108,8316,65,0
21:35:47.143,11879,63,0
21:35:47.239,8924,55,0
21:35:47.314,9812,63,0
21:35:47.423,9916,52,0
21:35:47.460,12284,95,0
21:35:47.491,11502,96,0
21:35:47.537,10429,62,0
21:35:47.675,12706,59,0
21:35:47.717,10936,91,0
21:35:47.763,11444,91,0
21:35:47.804,11981,88,0
21:35:47.837,11206,72,0
21:35:47.883,11404,74,0
21:35:47.974,11614,94,0
21:35:48.010,8189,92,0
21:35:48.089,10022,62,0
21:35:48.130,11547,97,0
21:35:48.161,9570,81,0
21:35:48.190,11824,76,0
21:35:48.219,9419,92,0
21:35:48.274,9197,62,0
21:35:48.315,10635,89,0
21:35:48.360,10908,69,0
21:35:48.396,8431,66,0
21:35:48.438,11839,57,0
21:35:48.513,11271,100,0
21:35:48.552,8835,94,0
21:35:48.599,8954,95,0
21:35:48.637,11394,55,0
21:35:48.664,9213,95,0
21:35:48.698,4879,0,78
21:35:48.722,8484,72,0
21:35:48.748,12052,79,0
21:35:48.774,11949,88,0
21:35:48.807,9603,83,0
21:35:48.845,10920,55,0
21:35:48.912,8611,85,0
21:35:48.938,12963,95,0
21:35:48.963,11908,57,0
21:35:48.989,11563,95,0
21:35:49.025,12026,82,0
21:35:49.048,11779,53,0
21:35:49.086,10314,81,0
21:35:49.112,6328,0,83
21:35:49.142,11126,67,0
21:35:49.172,6603,0,72
21:35:49.198,10767,85,0
21:35:49.238,4397,0,100
21:35:49.259,10617,57,0
21:35:49.293,8784,93,0
21:35:49.332,11215,80,0
21:35:49.388,12012,55,0
21:35:49.462,8138,95,0
21:35:49.499,12233,83,0
21:35:49.537,10956,79,0
21:35:49.561,4139,0,85
21:35:49.591,10388,58,0
21:35:49.618,10786,70,0
21:35:49.655,9234,94,0
21:35:49.695,10630,55,0
21:35:49.734,9703,99,0
21:35:49.771,11384,72,0
21:35:49.808,9504,55,0
21:35:49.843,11576,83,0
21:35:49.895,11953,66,0
21:35:49.934,11151,83,0
21:35:49.950,12240,86,0
21:35:49.967,10811,96,0
21:35:49.982,8435,78,0
21:35:49.999,8847,64,0
21:35:50.015,8521,81,0
21:35:50.033,11010,54,0
21:35:50.049,10283,55,0
21:35:50.067,11380,98,0
21:35:50.082,9196,74,0
21:35:50.102,11284,100,0
21:35:50.118,12696,83,0
21:35:50.135,12717,66,0
21:35:50.151,11013,72,0
21:35:50.169,12931,78,0
21:35:50.188,10760,89,0
21:35:50.205,9399,97,0
21:35:50.220,12283,65,0
21:35:50.237,11026,58,0
21:35:50.248,8772,92,0
21:35:50.260,11750,60,0
21:35:50.271,11073,77,0
21:35:50.286,9657,57,0
21:35:50.302,8785,69,0
21:35:50.319,9290,81,0
21:35:50.335,4680,0,93
21:35:50.351,11614,52,0
21:35:50.366,12567,55,0
21:35:50.382,9951,54,0
21:35:50.398,10035,73,0
21:35:50.414,8191,96,0
21:35:50.431,11232,74,0
21:35:50.449,9339,71,0
21:35:50.469,10640,55,0
21:35:50.484,11784,51,0
21:35:50.499,10563,98,0
21:35:50.513,9827,79,0
21:35:50.527,11519,84,0
21:35:50.543,9301,65,0
21:35:50.558,8170,98,0
21:35:50.575,12620,74,0
21:35:50.591,11178,56,0
21:35:50.607,9217,63,0
21:35:50.625,8502,85,0
21:35:50.638,11413,53,0
21:35:50.654,9838,95,0
21:35:50.669,11429,95,0
21:35:50.686,9660,71,0
21:35:50.703,12425,100,0
21:35:50.718,12169,70,0
21:35:50.736,8231,73,0
21:35:50.752,11356,60,0
21:35:50.772,9085,88,0
21:35:50.792,10487,67,0
21:35:50.811,11487,78,0
21:35:50.835,11170,78,0
21:35:50.852,8991,77,0
21:35:50.868,11543,96,0
21:35:50.883,9267,57,0
21:35:50.899,8690,88,0
21:35:50.916,11912,55,0
21:35:50.932,12554,60,0
21:35:50.948,11985,58,0
21:35:50.964,11088,69,0
21:35:50.982,9815,83,0
21:35:50.998,10067,56,0
21:35:51.013,11344,58,0
21:35:51.028,11107,73,0
21:35:51.045,6903,0,87
21:35:51.060,9843,86,0
21:35:51.075,11304,56,0
21:35:51.092,9583,97,0
21:35:51.108,11945,75,0
21:35:51.124,8544,87,0
21:35:51.139,9815,85,0
21:35:51.155,10823,96,0
21:35:51.172,11262,67,0
21:35:51.188,8718,55,0
21:35:51.204,8263,65,0
21:35:51.219,8922,53,0
21:35:51.236,10756,55,0
21:35:51.252,8963,82,0
21:35:51.268,5619,0,90
21:35:51.284,8173,78,0
21:35:51.300,9369,80,0
21:35:51.315,12496,83,0
21:35:51.332,9161,94,0
21:35:51.348,11348,64,0
21:35:51.365,11173,51,0
21:35:51.380,10566,72,0
21:35:51.397,10878,58,0
21:35:51.414,9607,64,0
21:35:51.429,5953,0,80
21:35:51.445,9281,79,0
21:35:51.460,9012,63,0
21:35:51.475,6582,0,100
21:35:51.491,10694,98,0
21:35:51.508,9891,93,0
21:35:51.524,10110,79,0
21:35:51.539,12445,74,0
21:35:51.555,10383,88,0
21:35:51.571,12107,97,0
21:35:51.587,9894,81,0
21:35:51.603,10675,83,0
21:35:51.619,8861,81,0
21:35:51.636,8426,57,0
21:35:51.652,12404,99,0
21:35:51.670,11565,67,0
21:35:51.683,11604,94,0
21:35:51.699,12475,93,0
21:35:51.715,10931,73,0
21:35:51.732,10220,58,0
21:35:51.748,10682,56,0
21:35:51.765,12566,69,0
21:35:51.780,8592,88,0
21:35:51.796,12627,61,0
21:35:51.813,9708,98,0
21:35:51.828,9775,98,0
21:35:51.845,11066,56,0
21:35:51.860,8488,91,0
21:35:51.875,11418,61,0
21:35:51.891,11087,52,0
21:35:51.908,11062,69,0
21:35:51.924,8512,96,0
21:35:51.939,11112,93,0
21:35:51.956,12313,64,0
21:35:51.972,11074,83,0
21:35:51.987,8904,61,0
21:35:52.003,9760,88,0
21:35:52.019,12351,55,0
21:35:52.036,8691,69,0
21:35:52.051,10022,94,0
21:35:52.073,12844,89,0
21:35:52.088,11929,93,0
21:35:52.099,4808,0,69
21:35:52.117,8904,80,0
21:35:52.132,12074,79,0
21:35:52.147,12448,86,0
21:35:52.164,8100,60,0
21:35:52.181,11063,97,0
21:35:52.197,10569,51,0
21:35:52.213,11725,86,0
21:35:52.229,5182,0,66
21:35:52.246,10496,83,0
21:35:52.260,12786,82,0
21:35:52.279,9644,77,0
21:35:52.292,8433,63,0
21:35:52.309,8924,69,0
21:35:52.326,9931,60,0
21:35:52.341,10377,70,0
21:35:52.356,10165,93,0
21:35:52.372,8414,66,0
21:35:52.387,12914,57,0
21:35:52.403,10349,90,0
21:35:52.420,8395,52,0
21:35:52.435,8940,68,0
21:35:52.451,9944,92,0
21:35:52.468,11872,61,0
21:35:52.485,10702,100,0
21:35:52.500,10089,58,0
21:35:52.517,9074,96,0
21:35:52.533,8025,94,0
21:35:52.548,10481,95,0
21:35:52.563,11540,58,0
21:35:52.580,9302,82,0
21:35:52.597,9760,68,0
21:35:52.612,9743,73,0
21:35:52.629,10452,70,0
21:35:52.643,11165,100,0
21:35:52.659,11160,65,0
21:35:52.675,12534,57,0
21:35:52.692,11428,92,0
21:35:52.710,12811,66,0
21:35:52.728,8646,60,0
21:35:52.742,9174,92,0
21:35:52.755,9182,67,0
21:35:52.772,8249,89,0
21:35:52.788,8937,92,0
21:35:52.803,5362,0,71
21:35:52.820,8700,92,0
21:35:52.836,12225,73,0
21:35:52.851,10348,56,0
21:35:52.868,4705,0,99
21:35:52.888,11802,87,0
21:35:52.905,4757,0,96
21:35:52.918,8243,53,0
21:35:52.933,10469,98,0
21:35:52.947,8426,60,0
21:35:52.964,5771,0,99
21:35:52.980,12018,66,0
21:35:52.996,9890,95,0
21:35:53.012,11826,89,0
21:35:53.028,10022,56,0
21:35:53.045,12815,69,0
21:35:53.062,10351,56,0
21:35:53.076,10528,54,0
21:35:53.091,8446,61,0
21:35:53.108,11192,64,0
21:35:53.124,9964,86,0
21:35:53.139,10005,71,0
21:35:53.156,10906,88,0
21:35:53.171,8569,55,0
21:35:53.187,11316,78,0
21:35:53.203,12047,85,0
21:35:53.219,12987,72,0
21:35:53.236,11135,85,0
21:35:53.251,8314,72,0
21:35:53.267,8816,68,0
21:35:53.283,8563,72,0
21:35:53.299,12539,59,0
21:35:53.315,9575,79,0
21:35:53.331,11321,79,0
21:35:53.347,11150,94,0
21:35:53.363,11452,95,0
21:35:53.379,10379,79,0
21:35:53.395,9092,91,0
21:35:53.412,10881,65,0
21:35:53.428,8851,86,0
21:35:53.445,11085,53,0
21:35:53.460,8912,92,0
21:35:53.475,9363,83,0
21:35:53.492,9758,67,0
21:35:53.507,9779,64,0
21:35:53.523,10532,82,0
21:35:53.539,9084,70,0
21:35:53.555,11389,93,0
21:35:53.571,12340,75,0
21:35:53.587,9341,99,0
21:35:53.603,12639,93,0
21:35:53.619,8875,71,0
21:35:53.635,10318,99,0
21:35:53.651,12544,66,0
21:35:53.667,11147,86,0
21:35:53.683,10523,88,0
21:35:53.699,10769,94,0
21:35:53.715,11407,64,0
21:35:53.731,9638,84,0
21:35:53.747,12034,68,0
21:35:53.763,9849,99,0
21:35:53.779,10677,76,0
21:35:53.796,8722,64,0
21:35:53.811,8906,76,0
21:35:53.828,12326,62,0
21:35:53.844,10306,74,0
21:35:53.859,11752,94,0
21:35:53.876,12995,98,0
21:35:53.892,8625,76,0
21:35:53.907,11611,66,0
21:35:53.924,11091,90,0
21:35:53.939,10638,83,0
21:35:53.955,8483,64,0
21:35:53.971,9029,74,0
21:35:53.987,8546,65,0
21:35:54.003,4367,0,60
21:35:54.020,5703,0,70
21:35:54.035,8196,99,0
21:35:54.052,12983,89,0
21:35:54.067,8397,67,0
21:35:54.084,8358,80,0
21:35:54.099,10195,74,0
21:35:54.116,10990,80,0
21:35:54.131,11456,94,0
21:35:54.147,12238,92,0
21:35:54.163,9619,67,0
21:35:54.179,12109,96,0
21:35:54.195,8560,59,0
21:35:54.211,12185,84,0
21:35:54.228,9525,57,0
21:35:54.245,10364,89,0
21:35:54.260,8932,74,0
21:35:54.275,12598,56,0
21:35:54.291,10012,88,0
21:35:54.307,11354,89,0
21:35:54.323,12731,93,0
21:35:54.339,8410,88,0
21:35:54.356,6915,0,72
21:35:54.371,6100,0,62
21:35:54.388,12241,60,0
21:35:54.403,8678,90,0
21:35:54.419,8001,76,0
21:35:54.435,12858,86,0
21:35:54.451,12000,98,0
21:35:54.467,12276,88,0
21:35:54.483,10332,67,0
21:35:54.500,10761,54,0
21:35:54.515,9712,92,0
21:35:54.531,8568,77,0
21:35:54.547,12589,56,0
21:35:54.563,8431,98,0
21:35:54.580,9684,76,0
21:35:54.596,8342,72,0
21:35:54.613,9815,98,0
21:35:54.629,10539,65,0
21:35:54.646,11723,80,0
21:35:54.660,12942,96,0
21:35:54.675,10556,67,0
21:35:54.692,8813,63,0
21:35:54.707,10081,97,0
21:35:54.724,9093,85,0
21:35:54.739,9640,71,0
21:35:54.755,8620,96,0
21:35:54.771,12960,62,0
21:35:54.787,10926,52,0
21:35:54.803,11814,65,0
21:35:54.820,10586,64,0
21:35:54.835,8303,87,0
21:35:54.852,8464,68,0
